"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
401,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",0,1,1,1304011,"order_401.csv"
402,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",0,1,1,1304021,"order_402.csv"
403,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",1,1,1,1304031,"order_403.csv"
404,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",1,1,1,1304041,"order_404.csv"
405,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",0,2,1,1304052,"order_405.csv"
406,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",0,2,1,1304062,"order_406.csv"
407,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",1,2,1,1304072,"order_407.csv"
408,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",1,2,1,1304082,"order_408.csv"
409,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",0,1,2,1304091,"order_409.csv"
410,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",0,1,2,1304101,"order_410.csv"
411,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",1,1,2,1304111,"order_411.csv"
412,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",1,1,2,1304121,"order_412.csv"
413,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",0,2,2,1304132,"order_413.csv"
414,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",0,2,2,1304142,"order_414.csv"
415,26,13,"set_1","inverse","base_block","rev",2,"fribble_first",1,2,2,1304152,"order_415.csv"
416,26,13,"set_1","inverse","base_block","rev",2,"fractal_first",1,2,2,1304162,"order_416.csv"
