trial_number,familiar_stimulus,novel_stimulus,familiar_stimulus_item,novel_stimulus_item,complexity_condition,familiarization_time,familiar_stimulus_path,novel_stimulus_path,familiar_location_1,familiar_location_2,left_image_path_1,right_image_path_1,left_image_path_2,right_image_path_2,test_time_1,test_time_2,familiarization_time_timeout,lab,fribble_shuffle_seed,fractal_shuffle_seed,seed_group,fribble_set,test_familiar_location_order,familiarization_time_set,trial_type,List
1,Tripod_Simple,Bowl_Simple,Tripod,Bowl,simple,15,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,left,right,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,stimuli/images/Bowl_Simple.png,stimuli/images/Tripod_Simple.png,5,5,30,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fribble,849
2,Pyramid_Complex,Gumdrop_Complex,Pyramid,Gumdrop,complex,10,stimuli/images/Pyramid_Complex.png,stimuli/images/Gumdrop_Complex.png,right,left,stimuli/images/Gumdrop_Complex.png,stimuli/images/Pyramid_Complex.png,stimuli/images/Pyramid_Complex.png,stimuli/images/Gumdrop_Complex.png,5,5,20,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fribble,849
3,SimsDiamond_Complex,Pumpkin_Complex,SimsDiamond,Pumpkin,complex,5,stimuli/images/SimsDiamond_Complex.png,stimuli/images/Pumpkin_Complex.png,left,right,stimuli/images/SimsDiamond_Complex.png,stimuli/images/Pumpkin_Complex.png,stimuli/images/Pumpkin_Complex.png,stimuli/images/SimsDiamond_Complex.png,5,5,10,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fribble,849
4,Crinkle_Simple,Diamond_Simple,Crinkle,Diamond,simple,5,stimuli/images/Crinkle_Simple.png,stimuli/images/Diamond_Simple.png,right,left,stimuli/images/Diamond_Simple.png,stimuli/images/Crinkle_Simple.png,stimuli/images/Crinkle_Simple.png,stimuli/images/Diamond_Simple.png,5,5,10,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fribble,849
5,Pacman_Complex,Cylinder_Complex,Pacman,Cylinder,complex,15,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,right,left,stimuli/images/Cylinder_Complex.png,stimuli/images/Pacman_Complex.png,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,5,5,30,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fribble,849
6,Bowtie_Simple,Arrow_Simple,Bowtie,Arrow,simple,10,stimuli/images/Bowtie_Simple.png,stimuli/images/Arrow_Simple.png,left,right,stimuli/images/Bowtie_Simple.png,stimuli/images/Arrow_Simple.png,stimuli/images/Arrow_Simple.png,stimuli/images/Bowtie_Simple.png,5,5,20,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fribble,849
7,Frac2A_Complex,Frac2B_Complex,2A,2B,complex,5,stimuli/images/Frac2A_Complex.png,stimuli/images/Frac2B_Complex.png,left,right,stimuli/images/Frac2A_Complex.png,stimuli/images/Frac2B_Complex.png,stimuli/images/Frac2B_Complex.png,stimuli/images/Frac2A_Complex.png,5,5,10,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fractal,849
8,Frac4A_Simple,Frac4B_Simple,4A,4B,simple,10,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4B_Simple.png,right,left,stimuli/images/Frac4B_Simple.png,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4A_Simple.png,stimuli/images/Frac4B_Simple.png,5,5,20,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fractal,849
9,Frac3A_Simple,Frac3B_Simple,3A,3B,simple,15,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,right,left,stimuli/images/Frac3B_Simple.png,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,5,5,30,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fractal,849
10,Frac5A_Complex,Frac5B_Complex,5A,5B,complex,10,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,left,right,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5A_Complex.png,5,5,20,lab54,18,19,5,set_2,loc_order_1,fam_time_set_3,fractal,849
