trial_number,familiar_stimulus,novel_stimulus,familiar_stimulus_item,novel_stimulus_item,complexity_condition,familiarization_time,familiar_stimulus_path,novel_stimulus_path,familiar_location_1,familiar_location_2,left_image_path_1,right_image_path_1,left_image_path_2,right_image_path_2,test_time_1,test_time_2,familiarization_time_timeout,lab,fribble_shuffle_seed,fractal_shuffle_seed,seed_group,fribble_set,test_familiar_location_order,familiarization_time_set,trial_type,familiar_stimulus_image,novel_stimulus_image,left_image_1,right_image_1,left_image_2,right_image_2,List
1,Pyramid_Simple,Gumdrop_Simple,Pyramid,Gumdrop,simple,15,stimuli/images/Pyramid_Simple.png,stimuli/images/Gumdrop_Simple.png,left,right,stimuli/images/Pyramid_Simple.png,stimuli/images/Gumdrop_Simple.png,stimuli/images/Gumdrop_Simple.png,stimuli/images/Pyramid_Simple.png,5,5,30,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fribble,Pyramid_Simple.png,Gumdrop_Simple.png,Pyramid_Simple.png,Gumdrop_Simple.png,Gumdrop_Simple.png,Pyramid_Simple.png,1041
2,Pacman_Complex,Cylinder_Complex,Pacman,Cylinder,complex,10,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,right,left,stimuli/images/Cylinder_Complex.png,stimuli/images/Pacman_Complex.png,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,5,5,20,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fribble,Pacman_Complex.png,Cylinder_Complex.png,Cylinder_Complex.png,Pacman_Complex.png,Pacman_Complex.png,Cylinder_Complex.png,1041
3,Crinkle_Complex,Diamond_Complex,Crinkle,Diamond,complex,5,stimuli/images/Crinkle_Complex.png,stimuli/images/Diamond_Complex.png,left,right,stimuli/images/Crinkle_Complex.png,stimuli/images/Diamond_Complex.png,stimuli/images/Diamond_Complex.png,stimuli/images/Crinkle_Complex.png,5,5,10,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fribble,Crinkle_Complex.png,Diamond_Complex.png,Crinkle_Complex.png,Diamond_Complex.png,Diamond_Complex.png,Crinkle_Complex.png,1041
4,Tripod_Simple,Bowl_Simple,Tripod,Bowl,simple,5,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,right,left,stimuli/images/Bowl_Simple.png,stimuli/images/Tripod_Simple.png,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,5,5,10,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fribble,Tripod_Simple.png,Bowl_Simple.png,Bowl_Simple.png,Tripod_Simple.png,Tripod_Simple.png,Bowl_Simple.png,1041
5,Bowtie_Complex,Arrow_Complex,Bowtie,Arrow,complex,15,stimuli/images/Bowtie_Complex.png,stimuli/images/Arrow_Complex.png,right,left,stimuli/images/Arrow_Complex.png,stimuli/images/Bowtie_Complex.png,stimuli/images/Bowtie_Complex.png,stimuli/images/Arrow_Complex.png,5,5,30,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fribble,Bowtie_Complex.png,Arrow_Complex.png,Arrow_Complex.png,Bowtie_Complex.png,Bowtie_Complex.png,Arrow_Complex.png,1041
6,SimsDiamond_Simple,Pumpkin_Simple,SimsDiamond,Pumpkin,simple,10,stimuli/images/SimsDiamond_Simple.png,stimuli/images/Pumpkin_Simple.png,left,right,stimuli/images/SimsDiamond_Simple.png,stimuli/images/Pumpkin_Simple.png,stimuli/images/Pumpkin_Simple.png,stimuli/images/SimsDiamond_Simple.png,5,5,20,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fribble,SimsDiamond_Simple.png,Pumpkin_Simple.png,SimsDiamond_Simple.png,Pumpkin_Simple.png,Pumpkin_Simple.png,SimsDiamond_Simple.png,1041
7,Frac1A_Complex,Frac1B_Complex,1A,1B,complex,5,stimuli/images/Frac1A_Complex.png,stimuli/images/Frac1B_Complex.png,left,right,stimuli/images/Frac1A_Complex.png,stimuli/images/Frac1B_Complex.png,stimuli/images/Frac1B_Complex.png,stimuli/images/Frac1A_Complex.png,5,5,10,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fractal,Frac1A_Complex.png,Frac1B_Complex.png,Frac1A_Complex.png,Frac1B_Complex.png,Frac1B_Complex.png,Frac1A_Complex.png,1041
8,Frac6A_Simple,Frac6B_Simple,6A,6B,simple,10,stimuli/images/Frac6A_Simple.png,stimuli/images/Frac6B_Simple.png,right,left,stimuli/images/Frac6B_Simple.png,stimuli/images/Frac6A_Simple.png,stimuli/images/Frac6A_Simple.png,stimuli/images/Frac6B_Simple.png,5,5,20,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fractal,Frac6A_Simple.png,Frac6B_Simple.png,Frac6B_Simple.png,Frac6A_Simple.png,Frac6A_Simple.png,Frac6B_Simple.png,1041
9,Frac3A_Simple,Frac3B_Simple,3A,3B,simple,15,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,right,left,stimuli/images/Frac3B_Simple.png,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3A_Simple.png,stimuli/images/Frac3B_Simple.png,5,5,30,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fractal,Frac3A_Simple.png,Frac3B_Simple.png,Frac3B_Simple.png,Frac3A_Simple.png,Frac3A_Simple.png,Frac3B_Simple.png,1041
10,Frac5A_Complex,Frac5B_Complex,5A,5B,complex,10,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,left,right,stimuli/images/Frac5A_Complex.png,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5B_Complex.png,stimuli/images/Frac5A_Complex.png,5,5,20,lab66,20,21,6,set_2,loc_order_1,fam_time_set_3,fractal,Frac5A_Complex.png,Frac5B_Complex.png,Frac5A_Complex.png,Frac5B_Complex.png,Frac5B_Complex.png,Frac5A_Complex.png,1041
