"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
177,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",0,1,1,601771,"order_177.csv"
178,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",0,1,1,601781,"order_178.csv"
179,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",1,1,1,601791,"order_179.csv"
180,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",1,1,1,601801,"order_180.csv"
181,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",0,2,1,601812,"order_181.csv"
182,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",0,2,1,601822,"order_182.csv"
183,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",1,2,1,601832,"order_183.csv"
184,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",1,2,1,601842,"order_184.csv"
185,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",0,1,2,601851,"order_185.csv"
186,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",0,1,2,601861,"order_186.csv"
187,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",1,1,2,601871,"order_187.csv"
188,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",1,1,2,601881,"order_188.csv"
189,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",0,2,2,601892,"order_189.csv"
190,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",0,2,2,601902,"order_190.csv"
191,12,6,"set_2","inverse","base_block","rev",1,"fribble_first",1,2,2,601912,"order_191.csv"
192,12,6,"set_2","inverse","base_block","rev",1,"fractal_first",1,2,2,601922,"order_192.csv"
