"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
289,19,10,"set_2","normal","base_block","base",2,"fribble_first",0,1,1,1002891,"order_289.csv"
290,19,10,"set_2","normal","base_block","base",2,"fractal_first",0,1,1,1002901,"order_290.csv"
291,19,10,"set_2","normal","base_block","base",2,"fribble_first",1,1,1,1002911,"order_291.csv"
292,19,10,"set_2","normal","base_block","base",2,"fractal_first",1,1,1,1002921,"order_292.csv"
293,19,10,"set_2","normal","base_block","base",2,"fribble_first",0,2,1,1002932,"order_293.csv"
294,19,10,"set_2","normal","base_block","base",2,"fractal_first",0,2,1,1002942,"order_294.csv"
295,19,10,"set_2","normal","base_block","base",2,"fribble_first",1,2,1,1002952,"order_295.csv"
296,19,10,"set_2","normal","base_block","base",2,"fractal_first",1,2,1,1002962,"order_296.csv"
297,19,10,"set_2","normal","base_block","base",2,"fribble_first",0,1,2,1002971,"order_297.csv"
298,19,10,"set_2","normal","base_block","base",2,"fractal_first",0,1,2,1002981,"order_298.csv"
299,19,10,"set_2","normal","base_block","base",2,"fribble_first",1,1,2,1002991,"order_299.csv"
300,19,10,"set_2","normal","base_block","base",2,"fractal_first",1,1,2,1003001,"order_300.csv"
301,19,10,"set_2","normal","base_block","base",2,"fribble_first",0,2,2,1003012,"order_301.csv"
302,19,10,"set_2","normal","base_block","base",2,"fractal_first",0,2,2,1003022,"order_302.csv"
303,19,10,"set_2","normal","base_block","base",2,"fribble_first",1,2,2,1003032,"order_303.csv"
304,19,10,"set_2","normal","base_block","base",2,"fractal_first",1,2,2,1003042,"order_304.csv"
