"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
33,3,2,"set_2","normal","base_block","base",1,"fribble_first",0,1,1,200331,"order_033.csv"
34,3,2,"set_2","normal","base_block","base",1,"fractal_first",0,1,1,200341,"order_034.csv"
35,3,2,"set_2","normal","base_block","base",1,"fribble_first",1,1,1,200351,"order_035.csv"
36,3,2,"set_2","normal","base_block","base",1,"fractal_first",1,1,1,200361,"order_036.csv"
37,3,2,"set_2","normal","base_block","base",1,"fribble_first",0,2,1,200372,"order_037.csv"
38,3,2,"set_2","normal","base_block","base",1,"fractal_first",0,2,1,200382,"order_038.csv"
39,3,2,"set_2","normal","base_block","base",1,"fribble_first",1,2,1,200392,"order_039.csv"
40,3,2,"set_2","normal","base_block","base",1,"fractal_first",1,2,1,200402,"order_040.csv"
41,3,2,"set_2","normal","base_block","base",1,"fribble_first",0,1,2,200411,"order_041.csv"
42,3,2,"set_2","normal","base_block","base",1,"fractal_first",0,1,2,200421,"order_042.csv"
43,3,2,"set_2","normal","base_block","base",1,"fribble_first",1,1,2,200431,"order_043.csv"
44,3,2,"set_2","normal","base_block","base",1,"fractal_first",1,1,2,200441,"order_044.csv"
45,3,2,"set_2","normal","base_block","base",1,"fribble_first",0,2,2,200452,"order_045.csv"
46,3,2,"set_2","normal","base_block","base",1,"fractal_first",0,2,2,200462,"order_046.csv"
47,3,2,"set_2","normal","base_block","base",1,"fribble_first",1,2,2,200472,"order_047.csv"
48,3,2,"set_2","normal","base_block","base",1,"fractal_first",1,2,2,200482,"order_048.csv"
