"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
641,41,21,"set_1","normal","base_block","rev",3,"fribble_first",0,1,1,2106411,"order_641.csv"
642,41,21,"set_1","normal","base_block","rev",3,"fractal_first",0,1,1,2106421,"order_642.csv"
643,41,21,"set_1","normal","base_block","rev",3,"fribble_first",1,1,1,2106431,"order_643.csv"
644,41,21,"set_1","normal","base_block","rev",3,"fractal_first",1,1,1,2106441,"order_644.csv"
645,41,21,"set_1","normal","base_block","rev",3,"fribble_first",0,2,1,2106452,"order_645.csv"
646,41,21,"set_1","normal","base_block","rev",3,"fractal_first",0,2,1,2106462,"order_646.csv"
647,41,21,"set_1","normal","base_block","rev",3,"fribble_first",1,2,1,2106472,"order_647.csv"
648,41,21,"set_1","normal","base_block","rev",3,"fractal_first",1,2,1,2106482,"order_648.csv"
649,41,21,"set_1","normal","base_block","rev",3,"fribble_first",0,1,2,2106491,"order_649.csv"
650,41,21,"set_1","normal","base_block","rev",3,"fractal_first",0,1,2,2106501,"order_650.csv"
651,41,21,"set_1","normal","base_block","rev",3,"fribble_first",1,1,2,2106511,"order_651.csv"
652,41,21,"set_1","normal","base_block","rev",3,"fractal_first",1,1,2,2106521,"order_652.csv"
653,41,21,"set_1","normal","base_block","rev",3,"fribble_first",0,2,2,2106532,"order_653.csv"
654,41,21,"set_1","normal","base_block","rev",3,"fractal_first",0,2,2,2106542,"order_654.csv"
655,41,21,"set_1","normal","base_block","rev",3,"fribble_first",1,2,2,2106552,"order_655.csv"
656,41,21,"set_1","normal","base_block","rev",3,"fractal_first",1,2,2,2106562,"order_656.csv"
