"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
625,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",0,1,1,2006251,"order_625.csv"
626,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",0,1,1,2006261,"order_626.csv"
627,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",1,1,1,2006271,"order_627.csv"
628,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",1,1,1,2006281,"order_628.csv"
629,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",0,2,1,2006292,"order_629.csv"
630,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",0,2,1,2006302,"order_630.csv"
631,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",1,2,1,2006312,"order_631.csv"
632,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",1,2,1,2006322,"order_632.csv"
633,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",0,1,2,2006331,"order_633.csv"
634,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",0,1,2,2006341,"order_634.csv"
635,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",1,1,2,2006351,"order_635.csv"
636,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",1,1,2,2006361,"order_636.csv"
637,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",0,2,2,2006372,"order_637.csv"
638,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",0,2,2,2006382,"order_638.csv"
639,40,20,"set_2","inverse","base_rev","base",3,"fribble_first",1,2,2,2006392,"order_639.csv"
640,40,20,"set_2","inverse","base_rev","base",3,"fractal_first",1,2,2,2006402,"order_640.csv"
