"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
609,39,20,"set_2","normal","base_rev","base",3,"fribble_first",0,1,1,2006091,"order_609.csv"
610,39,20,"set_2","normal","base_rev","base",3,"fractal_first",0,1,1,2006101,"order_610.csv"
611,39,20,"set_2","normal","base_rev","base",3,"fribble_first",1,1,1,2006111,"order_611.csv"
612,39,20,"set_2","normal","base_rev","base",3,"fractal_first",1,1,1,2006121,"order_612.csv"
613,39,20,"set_2","normal","base_rev","base",3,"fribble_first",0,2,1,2006132,"order_613.csv"
614,39,20,"set_2","normal","base_rev","base",3,"fractal_first",0,2,1,2006142,"order_614.csv"
615,39,20,"set_2","normal","base_rev","base",3,"fribble_first",1,2,1,2006152,"order_615.csv"
616,39,20,"set_2","normal","base_rev","base",3,"fractal_first",1,2,1,2006162,"order_616.csv"
617,39,20,"set_2","normal","base_rev","base",3,"fribble_first",0,1,2,2006171,"order_617.csv"
618,39,20,"set_2","normal","base_rev","base",3,"fractal_first",0,1,2,2006181,"order_618.csv"
619,39,20,"set_2","normal","base_rev","base",3,"fribble_first",1,1,2,2006191,"order_619.csv"
620,39,20,"set_2","normal","base_rev","base",3,"fractal_first",1,1,2,2006201,"order_620.csv"
621,39,20,"set_2","normal","base_rev","base",3,"fribble_first",0,2,2,2006212,"order_621.csv"
622,39,20,"set_2","normal","base_rev","base",3,"fractal_first",0,2,2,2006222,"order_622.csv"
623,39,20,"set_2","normal","base_rev","base",3,"fribble_first",1,2,2,2006232,"order_623.csv"
624,39,20,"set_2","normal","base_rev","base",3,"fractal_first",1,2,2,2006242,"order_624.csv"
