"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
481,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",0,1,1,1604811,"order_481.csv"
482,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",0,1,1,1604821,"order_482.csv"
483,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",1,1,1,1604831,"order_483.csv"
484,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",1,1,1,1604841,"order_484.csv"
485,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",0,2,1,1604852,"order_485.csv"
486,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",0,2,1,1604862,"order_486.csv"
487,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",1,2,1,1604872,"order_487.csv"
488,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",1,2,1,1604882,"order_488.csv"
489,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",0,1,2,1604891,"order_489.csv"
490,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",0,1,2,1604901,"order_490.csv"
491,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",1,1,2,1604911,"order_491.csv"
492,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",1,1,2,1604921,"order_492.csv"
493,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",0,2,2,1604932,"order_493.csv"
494,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",0,2,2,1604942,"order_494.csv"
495,31,16,"set_2","normal","base_rev","rev",2,"fribble_first",1,2,2,1604952,"order_495.csv"
496,31,16,"set_2","normal","base_rev","rev",2,"fractal_first",1,2,2,1604962,"order_496.csv"
