"lab_number","base_lab_id","order_id","trial_number","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","time_order_index","stimulus_type_order","familiar_role","location_shuffle_group","location_seed","row_type","familiar_stimulus","novel_stimulus","familiar_stimulus_item","novel_stimulus_item","complexity_condition","familiarization_time","familiar_stimulus_path","novel_stimulus_path","familiar_location_1","familiar_location_2","left_image_path_1","right_image_path_1","left_image_path_2","right_image_path_2","test_time_1","test_time_2","familiarization_time_timeout"
3,2,47,1,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fribble","Cylinder_Complex","Pacman_Complex","Cylinder","Pacman","complex",15,"stimuli/images//Cylinder_Complex.png","stimuli/images//Pacman_Complex.png","left","right","stimuli/images//Cylinder_Complex.png","stimuli/images//Pacman_Complex.png","stimuli/images//Pacman_Complex.png","stimuli/images//Cylinder_Complex.png",5,5,30
3,2,47,2,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fribble","Arrow_Simple","Bowtie_Simple","Arrow","Bowtie","simple",5,"stimuli/images//Arrow_Simple.png","stimuli/images//Bowtie_Simple.png","left","right","stimuli/images//Arrow_Simple.png","stimuli/images//Bowtie_Simple.png","stimuli/images//Bowtie_Simple.png","stimuli/images//Arrow_Simple.png",5,5,10
3,2,47,3,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fribble","Bowl_Simple","Tripod_Simple","Bowl","Tripod","simple",10,"stimuli/images//Bowl_Simple.png","stimuli/images//Tripod_Simple.png","right","left","stimuli/images//Tripod_Simple.png","stimuli/images//Bowl_Simple.png","stimuli/images//Bowl_Simple.png","stimuli/images//Tripod_Simple.png",5,5,20
3,2,47,4,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fribble","Diamond_Complex","Crinkle_Complex","Diamond","Crinkle","complex",10,"stimuli/images//Diamond_Complex.png","stimuli/images//Crinkle_Complex.png","right","left","stimuli/images//Crinkle_Complex.png","stimuli/images//Diamond_Complex.png","stimuli/images//Diamond_Complex.png","stimuli/images//Crinkle_Complex.png",5,5,20
3,2,47,5,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fribble","Gumdrop_Complex","Pyramid_Complex","Gumdrop","Pyramid","complex",5,"stimuli/images//Gumdrop_Complex.png","stimuli/images//Pyramid_Complex.png","right","left","stimuli/images//Pyramid_Complex.png","stimuli/images//Gumdrop_Complex.png","stimuli/images//Gumdrop_Complex.png","stimuli/images//Pyramid_Complex.png",5,5,10
3,2,47,6,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fribble","Pumpkin_Simple","SimsDiamond_Simple","Pumpkin","SimsDiamond","simple",15,"stimuli/images//Pumpkin_Simple.png","stimuli/images//SimsDiamond_Simple.png","left","right","stimuli/images//Pumpkin_Simple.png","stimuli/images//SimsDiamond_Simple.png","stimuli/images//SimsDiamond_Simple.png","stimuli/images//Pumpkin_Simple.png",5,5,30
3,2,47,7,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fractal","fractal_simple_pair1_b_bright","fractal_simple_pair1_a_bright","pair1_b","pair1_a","simple",10,"stimuli/images//fractal_simple_pair1_b_bright.png","stimuli/images//fractal_simple_pair1_a_bright.png","left","right","stimuli/images//fractal_simple_pair1_b_bright.png","stimuli/images//fractal_simple_pair1_a_bright.png","stimuli/images//fractal_simple_pair1_a_bright.png","stimuli/images//fractal_simple_pair1_b_bright.png",5,5,20
3,2,47,8,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fractal","fractal_simple_pair2_b_bright","fractal_simple_pair2_a_bright","pair2_b","pair2_a","simple",5,"stimuli/images//fractal_simple_pair2_b_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png","right","left","stimuli/images//fractal_simple_pair2_a_bright.png","stimuli/images//fractal_simple_pair2_b_bright.png","stimuli/images//fractal_simple_pair2_b_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png",5,5,10
3,2,47,9,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fractal","fractal_complex_pair3_b_bright","fractal_complex_pair3_a_bright","pair3_b","pair3_a","complex",15,"stimuli/images//fractal_complex_pair3_b_bright.png","stimuli/images//fractal_complex_pair3_a_bright.png","right","left","stimuli/images//fractal_complex_pair3_a_bright.png","stimuli/images//fractal_complex_pair3_b_bright.png","stimuli/images//fractal_complex_pair3_b_bright.png","stimuli/images//fractal_complex_pair3_a_bright.png",5,5,30
3,2,47,10,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fractal","fractal_complex_pair4_b_bright","fractal_complex_pair4_a_bright","pair4_b","pair4_a","complex",5,"stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_a_bright.png","left","right","stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_a_bright.png","stimuli/images//fractal_complex_pair4_a_bright.png","stimuli/images//fractal_complex_pair4_b_bright.png",5,5,10
3,2,47,11,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fractal","fractal_simple_pair5_b_bright","fractal_simple_pair5_a_bright","pair5_b","pair5_a","simple",15,"stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_a_bright.png","left","right","stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_a_bright.png","stimuli/images//fractal_simple_pair5_a_bright.png","stimuli/images//fractal_simple_pair5_b_bright.png",5,5,30
3,2,47,12,"set_2","normal","base_block","base",1,2,"fribble_first",1,2,200472,"fractal","fractal_complex_pair6_b_bright","fractal_complex_pair6_a_bright","pair6_b","pair6_a","complex",10,"stimuli/images//fractal_complex_pair6_b_bright.png","stimuli/images//fractal_complex_pair6_a_bright.png","right","left","stimuli/images//fractal_complex_pair6_a_bright.png","stimuli/images//fractal_complex_pair6_b_bright.png","stimuli/images//fractal_complex_pair6_b_bright.png","stimuli/images//fractal_complex_pair6_a_bright.png",5,5,20
