"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
657,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",0,1,1,2106571,"order_657.csv"
658,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",0,1,1,2106581,"order_658.csv"
659,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",1,1,1,2106591,"order_659.csv"
660,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",1,1,1,2106601,"order_660.csv"
661,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",0,2,1,2106612,"order_661.csv"
662,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",0,2,1,2106622,"order_662.csv"
663,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",1,2,1,2106632,"order_663.csv"
664,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",1,2,1,2106642,"order_664.csv"
665,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",0,1,2,2106651,"order_665.csv"
666,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",0,1,2,2106661,"order_666.csv"
667,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",1,1,2,2106671,"order_667.csv"
668,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",1,1,2,2106681,"order_668.csv"
669,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",0,2,2,2106692,"order_669.csv"
670,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",0,2,2,2106702,"order_670.csv"
671,42,21,"set_1","inverse","base_block","rev",3,"fribble_first",1,2,2,2106712,"order_671.csv"
672,42,21,"set_1","inverse","base_block","rev",3,"fractal_first",1,2,2,2106722,"order_672.csv"
