"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
417,27,14,"set_2","normal","base_block","rev",2,"fribble_first",0,1,1,1404171,"order_417.csv"
418,27,14,"set_2","normal","base_block","rev",2,"fractal_first",0,1,1,1404181,"order_418.csv"
419,27,14,"set_2","normal","base_block","rev",2,"fribble_first",1,1,1,1404191,"order_419.csv"
420,27,14,"set_2","normal","base_block","rev",2,"fractal_first",1,1,1,1404201,"order_420.csv"
421,27,14,"set_2","normal","base_block","rev",2,"fribble_first",0,2,1,1404212,"order_421.csv"
422,27,14,"set_2","normal","base_block","rev",2,"fractal_first",0,2,1,1404222,"order_422.csv"
423,27,14,"set_2","normal","base_block","rev",2,"fribble_first",1,2,1,1404232,"order_423.csv"
424,27,14,"set_2","normal","base_block","rev",2,"fractal_first",1,2,1,1404242,"order_424.csv"
425,27,14,"set_2","normal","base_block","rev",2,"fribble_first",0,1,2,1404251,"order_425.csv"
426,27,14,"set_2","normal","base_block","rev",2,"fractal_first",0,1,2,1404261,"order_426.csv"
427,27,14,"set_2","normal","base_block","rev",2,"fribble_first",1,1,2,1404271,"order_427.csv"
428,27,14,"set_2","normal","base_block","rev",2,"fractal_first",1,1,2,1404281,"order_428.csv"
429,27,14,"set_2","normal","base_block","rev",2,"fribble_first",0,2,2,1404292,"order_429.csv"
430,27,14,"set_2","normal","base_block","rev",2,"fractal_first",0,2,2,1404302,"order_430.csv"
431,27,14,"set_2","normal","base_block","rev",2,"fribble_first",1,2,2,1404312,"order_431.csv"
432,27,14,"set_2","normal","base_block","rev",2,"fractal_first",1,2,2,1404322,"order_432.csv"
