trial_number,familiar_stimulus,novel_stimulus,familiar_stimulus_item,novel_stimulus_item,complexity_condition,familiarization_time,familiar_stimulus_path,novel_stimulus_path,familiar_location_1,familiar_location_2,left_image_path_1,right_image_path_1,left_image_path_2,right_image_path_2,test_time_1,test_time_2,familiarization_time_timeout,lab,fribble_shuffle_seed,fractal_shuffle_seed,seed_group,fribble_set,test_familiar_location_order,trial_type
1,fractal_simple_pair2_b_bright,fractal_simple_pair2_a_bright,pair2_b,pair2_a,simple,10,stimuli/images/fractal_simple_pair2_b_bright.png,stimuli/images/fractal_simple_pair2_a_bright.png,right,left,stimuli/images/fractal_simple_pair2_a_bright.png,stimuli/images/fractal_simple_pair2_b_bright.png,stimuli/images/fractal_simple_pair2_b_bright.png,stimuli/images/fractal_simple_pair2_a_bright.png,5,5,20,lab11,14,15,3,set_2,loc_order_1,fractal
2,fractal_complex_pair1_b_bright,fractal_complex_pair1_a_bright,pair1_b,pair1_a,complex,15,stimuli/images/fractal_complex_pair1_b_bright.png,stimuli/images/fractal_complex_pair1_a_bright.png,right,left,stimuli/images/fractal_complex_pair1_a_bright.png,stimuli/images/fractal_complex_pair1_b_bright.png,stimuli/images/fractal_complex_pair1_b_bright.png,stimuli/images/fractal_complex_pair1_a_bright.png,5,5,30,lab11,14,15,3,set_2,loc_order_1,fractal
3,fractal_complex_pair5_b_bright,fractal_complex_pair5_a_bright,pair5_b,pair5_a,complex,5,stimuli/images/fractal_complex_pair5_b_bright.png,stimuli/images/fractal_complex_pair5_a_bright.png,left,right,stimuli/images/fractal_complex_pair5_b_bright.png,stimuli/images/fractal_complex_pair5_a_bright.png,stimuli/images/fractal_complex_pair5_a_bright.png,stimuli/images/fractal_complex_pair5_b_bright.png,5,5,10,lab11,14,15,3,set_2,loc_order_1,fractal
4,fractal_simple_pair4_b_bright,fractal_simple_pair4_a_bright,pair4_b,pair4_a,simple,10,stimuli/images/fractal_simple_pair4_b_bright.png,stimuli/images/fractal_simple_pair4_a_bright.png,left,right,stimuli/images/fractal_simple_pair4_b_bright.png,stimuli/images/fractal_simple_pair4_a_bright.png,stimuli/images/fractal_simple_pair4_a_bright.png,stimuli/images/fractal_simple_pair4_b_bright.png,5,5,20,lab11,14,15,3,set_2,loc_order_1,fractal
5,fractal_simple_pair3_b_bright,fractal_simple_pair3_a_bright,pair3_b,pair3_a,simple,5,stimuli/images/fractal_simple_pair3_b_bright.png,stimuli/images/fractal_simple_pair3_a_bright.png,right,left,stimuli/images/fractal_simple_pair3_a_bright.png,stimuli/images/fractal_simple_pair3_b_bright.png,stimuli/images/fractal_simple_pair3_b_bright.png,stimuli/images/fractal_simple_pair3_a_bright.png,5,5,10,lab11,14,15,3,set_2,loc_order_1,fractal
6,fractal_complex_pair6_b_bright,fractal_complex_pair6_a_bright,pair6_b,pair6_a,complex,15,stimuli/images/fractal_complex_pair6_b_bright.png,stimuli/images/fractal_complex_pair6_a_bright.png,left,right,stimuli/images/fractal_complex_pair6_b_bright.png,stimuli/images/fractal_complex_pair6_a_bright.png,stimuli/images/fractal_complex_pair6_a_bright.png,stimuli/images/fractal_complex_pair6_b_bright.png,5,5,30,lab11,14,15,3,set_2,loc_order_1,fractal
7,Cylinder_Complex,Pacman_Complex,Cylinder,Pacman,complex,5,stimuli/images/Cylinder_Complex.png,stimuli/images/Pacman_Complex.png,right,left,stimuli/images/Pacman_Complex.png,stimuli/images/Cylinder_Complex.png,stimuli/images/Cylinder_Complex.png,stimuli/images/Pacman_Complex.png,5,5,10,lab11,14,15,3,set_2,loc_order_1,fribble
8,Gumdrop_Simple,Pyramid_Simple,Gumdrop,Pyramid,simple,10,stimuli/images/Gumdrop_Simple.png,stimuli/images/Pyramid_Simple.png,left,right,stimuli/images/Gumdrop_Simple.png,stimuli/images/Pyramid_Simple.png,stimuli/images/Pyramid_Simple.png,stimuli/images/Gumdrop_Simple.png,5,5,20,lab11,14,15,3,set_2,loc_order_1,fribble
9,Arrow_Complex,Bowtie_Complex,Arrow,Bowtie,complex,10,stimuli/images/Arrow_Complex.png,stimuli/images/Bowtie_Complex.png,left,right,stimuli/images/Arrow_Complex.png,stimuli/images/Bowtie_Complex.png,stimuli/images/Bowtie_Complex.png,stimuli/images/Arrow_Complex.png,5,5,20,lab11,14,15,3,set_2,loc_order_1,fribble
10,Diamond_Simple,Crinkle_Simple,Diamond,Crinkle,simple,15,stimuli/images/Diamond_Simple.png,stimuli/images/Crinkle_Simple.png,right,left,stimuli/images/Crinkle_Simple.png,stimuli/images/Diamond_Simple.png,stimuli/images/Diamond_Simple.png,stimuli/images/Crinkle_Simple.png,5,5,30,lab11,14,15,3,set_2,loc_order_1,fribble
11,Bowl_Simple,Tripod_Simple,Bowl,Tripod,simple,15,stimuli/images/Bowl_Simple.png,stimuli/images/Tripod_Simple.png,right,left,stimuli/images/Tripod_Simple.png,stimuli/images/Bowl_Simple.png,stimuli/images/Bowl_Simple.png,stimuli/images/Tripod_Simple.png,5,5,30,lab11,14,15,3,set_2,loc_order_1,fribble
12,Pumpkin_Complex,SimsDiamond_Complex,Pumpkin,SimsDiamond,complex,5,stimuli/images/Pumpkin_Complex.png,stimuli/images/SimsDiamond_Complex.png,left,right,stimuli/images/Pumpkin_Complex.png,stimuli/images/SimsDiamond_Complex.png,stimuli/images/SimsDiamond_Complex.png,stimuli/images/Pumpkin_Complex.png,5,5,10,lab11,14,15,3,set_2,loc_order_1,fribble
