"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
561,36,18,"set_2","inverse","base_block","base",3,"fribble_first",0,1,1,1805611,"order_561.csv"
562,36,18,"set_2","inverse","base_block","base",3,"fractal_first",0,1,1,1805621,"order_562.csv"
563,36,18,"set_2","inverse","base_block","base",3,"fribble_first",1,1,1,1805631,"order_563.csv"
564,36,18,"set_2","inverse","base_block","base",3,"fractal_first",1,1,1,1805641,"order_564.csv"
565,36,18,"set_2","inverse","base_block","base",3,"fribble_first",0,2,1,1805652,"order_565.csv"
566,36,18,"set_2","inverse","base_block","base",3,"fractal_first",0,2,1,1805662,"order_566.csv"
567,36,18,"set_2","inverse","base_block","base",3,"fribble_first",1,2,1,1805672,"order_567.csv"
568,36,18,"set_2","inverse","base_block","base",3,"fractal_first",1,2,1,1805682,"order_568.csv"
569,36,18,"set_2","inverse","base_block","base",3,"fribble_first",0,1,2,1805691,"order_569.csv"
570,36,18,"set_2","inverse","base_block","base",3,"fractal_first",0,1,2,1805701,"order_570.csv"
571,36,18,"set_2","inverse","base_block","base",3,"fribble_first",1,1,2,1805711,"order_571.csv"
572,36,18,"set_2","inverse","base_block","base",3,"fractal_first",1,1,2,1805721,"order_572.csv"
573,36,18,"set_2","inverse","base_block","base",3,"fribble_first",0,2,2,1805732,"order_573.csv"
574,36,18,"set_2","inverse","base_block","base",3,"fractal_first",0,2,2,1805742,"order_574.csv"
575,36,18,"set_2","inverse","base_block","base",3,"fribble_first",1,2,2,1805752,"order_575.csv"
576,36,18,"set_2","inverse","base_block","base",3,"fractal_first",1,2,2,1805762,"order_576.csv"
