"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
65,5,3,"set_1","normal","base_rev","base",1,"fribble_first",0,1,1,300651,"order_065.csv"
66,5,3,"set_1","normal","base_rev","base",1,"fractal_first",0,1,1,300661,"order_066.csv"
67,5,3,"set_1","normal","base_rev","base",1,"fribble_first",1,1,1,300671,"order_067.csv"
68,5,3,"set_1","normal","base_rev","base",1,"fractal_first",1,1,1,300681,"order_068.csv"
69,5,3,"set_1","normal","base_rev","base",1,"fribble_first",0,2,1,300692,"order_069.csv"
70,5,3,"set_1","normal","base_rev","base",1,"fractal_first",0,2,1,300702,"order_070.csv"
71,5,3,"set_1","normal","base_rev","base",1,"fribble_first",1,2,1,300712,"order_071.csv"
72,5,3,"set_1","normal","base_rev","base",1,"fractal_first",1,2,1,300722,"order_072.csv"
73,5,3,"set_1","normal","base_rev","base",1,"fribble_first",0,1,2,300731,"order_073.csv"
74,5,3,"set_1","normal","base_rev","base",1,"fractal_first",0,1,2,300741,"order_074.csv"
75,5,3,"set_1","normal","base_rev","base",1,"fribble_first",1,1,2,300751,"order_075.csv"
76,5,3,"set_1","normal","base_rev","base",1,"fractal_first",1,1,2,300761,"order_076.csv"
77,5,3,"set_1","normal","base_rev","base",1,"fribble_first",0,2,2,300772,"order_077.csv"
78,5,3,"set_1","normal","base_rev","base",1,"fractal_first",0,2,2,300782,"order_078.csv"
79,5,3,"set_1","normal","base_rev","base",1,"fribble_first",1,2,2,300792,"order_079.csv"
80,5,3,"set_1","normal","base_rev","base",1,"fractal_first",1,2,2,300802,"order_080.csv"
