"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
545,35,18,"set_2","normal","base_block","base",3,"fribble_first",0,1,1,1805451,"order_545.csv"
546,35,18,"set_2","normal","base_block","base",3,"fractal_first",0,1,1,1805461,"order_546.csv"
547,35,18,"set_2","normal","base_block","base",3,"fribble_first",1,1,1,1805471,"order_547.csv"
548,35,18,"set_2","normal","base_block","base",3,"fractal_first",1,1,1,1805481,"order_548.csv"
549,35,18,"set_2","normal","base_block","base",3,"fribble_first",0,2,1,1805492,"order_549.csv"
550,35,18,"set_2","normal","base_block","base",3,"fractal_first",0,2,1,1805502,"order_550.csv"
551,35,18,"set_2","normal","base_block","base",3,"fribble_first",1,2,1,1805512,"order_551.csv"
552,35,18,"set_2","normal","base_block","base",3,"fractal_first",1,2,1,1805522,"order_552.csv"
553,35,18,"set_2","normal","base_block","base",3,"fribble_first",0,1,2,1805531,"order_553.csv"
554,35,18,"set_2","normal","base_block","base",3,"fractal_first",0,1,2,1805541,"order_554.csv"
555,35,18,"set_2","normal","base_block","base",3,"fribble_first",1,1,2,1805551,"order_555.csv"
556,35,18,"set_2","normal","base_block","base",3,"fractal_first",1,1,2,1805561,"order_556.csv"
557,35,18,"set_2","normal","base_block","base",3,"fribble_first",0,2,2,1805572,"order_557.csv"
558,35,18,"set_2","normal","base_block","base",3,"fractal_first",0,2,2,1805582,"order_558.csv"
559,35,18,"set_2","normal","base_block","base",3,"fribble_first",1,2,2,1805592,"order_559.csv"
560,35,18,"set_2","normal","base_block","base",3,"fractal_first",1,2,2,1805602,"order_560.csv"
