"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
369,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",0,1,1,1203691,"order_369.csv"
370,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",0,1,1,1203701,"order_370.csv"
371,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",1,1,1,1203711,"order_371.csv"
372,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",1,1,1,1203721,"order_372.csv"
373,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",0,2,1,1203732,"order_373.csv"
374,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",0,2,1,1203742,"order_374.csv"
375,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",1,2,1,1203752,"order_375.csv"
376,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",1,2,1,1203762,"order_376.csv"
377,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",0,1,2,1203771,"order_377.csv"
378,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",0,1,2,1203781,"order_378.csv"
379,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",1,1,2,1203791,"order_379.csv"
380,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",1,1,2,1203801,"order_380.csv"
381,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",0,2,2,1203812,"order_381.csv"
382,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",0,2,2,1203822,"order_382.csv"
383,24,12,"set_2","inverse","base_rev","base",2,"fribble_first",1,2,2,1203832,"order_383.csv"
384,24,12,"set_2","inverse","base_rev","base",2,"fractal_first",1,2,2,1203842,"order_384.csv"
