"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
337,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",0,1,1,1103371,"order_337.csv"
338,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",0,1,1,1103381,"order_338.csv"
339,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",1,1,1,1103391,"order_339.csv"
340,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",1,1,1,1103401,"order_340.csv"
341,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",0,2,1,1103412,"order_341.csv"
342,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",0,2,1,1103422,"order_342.csv"
343,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",1,2,1,1103432,"order_343.csv"
344,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",1,2,1,1103442,"order_344.csv"
345,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",0,1,2,1103451,"order_345.csv"
346,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",0,1,2,1103461,"order_346.csv"
347,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",1,1,2,1103471,"order_347.csv"
348,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",1,1,2,1103481,"order_348.csv"
349,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",0,2,2,1103492,"order_349.csv"
350,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",0,2,2,1103502,"order_350.csv"
351,22,11,"set_1","inverse","base_rev","base",2,"fribble_first",1,2,2,1103512,"order_351.csv"
352,22,11,"set_1","inverse","base_rev","base",2,"fractal_first",1,2,2,1103522,"order_352.csv"
