"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
305,20,10,"set_2","inverse","base_block","base",2,"fribble_first",0,1,1,1003051,"order_305.csv"
306,20,10,"set_2","inverse","base_block","base",2,"fractal_first",0,1,1,1003061,"order_306.csv"
307,20,10,"set_2","inverse","base_block","base",2,"fribble_first",1,1,1,1003071,"order_307.csv"
308,20,10,"set_2","inverse","base_block","base",2,"fractal_first",1,1,1,1003081,"order_308.csv"
309,20,10,"set_2","inverse","base_block","base",2,"fribble_first",0,2,1,1003092,"order_309.csv"
310,20,10,"set_2","inverse","base_block","base",2,"fractal_first",0,2,1,1003102,"order_310.csv"
311,20,10,"set_2","inverse","base_block","base",2,"fribble_first",1,2,1,1003112,"order_311.csv"
312,20,10,"set_2","inverse","base_block","base",2,"fractal_first",1,2,1,1003122,"order_312.csv"
313,20,10,"set_2","inverse","base_block","base",2,"fribble_first",0,1,2,1003131,"order_313.csv"
314,20,10,"set_2","inverse","base_block","base",2,"fractal_first",0,1,2,1003141,"order_314.csv"
315,20,10,"set_2","inverse","base_block","base",2,"fribble_first",1,1,2,1003151,"order_315.csv"
316,20,10,"set_2","inverse","base_block","base",2,"fractal_first",1,1,2,1003161,"order_316.csv"
317,20,10,"set_2","inverse","base_block","base",2,"fribble_first",0,2,2,1003172,"order_317.csv"
318,20,10,"set_2","inverse","base_block","base",2,"fractal_first",0,2,2,1003182,"order_318.csv"
319,20,10,"set_2","inverse","base_block","base",2,"fribble_first",1,2,2,1003192,"order_319.csv"
320,20,10,"set_2","inverse","base_block","base",2,"fractal_first",1,2,2,1003202,"order_320.csv"
