"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
241,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",0,1,1,802411,"order_241.csv"
242,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",0,1,1,802421,"order_242.csv"
243,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",1,1,1,802431,"order_243.csv"
244,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",1,1,1,802441,"order_244.csv"
245,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",0,2,1,802452,"order_245.csv"
246,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",0,2,1,802462,"order_246.csv"
247,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",1,2,1,802472,"order_247.csv"
248,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",1,2,1,802482,"order_248.csv"
249,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",0,1,2,802491,"order_249.csv"
250,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",0,1,2,802501,"order_250.csv"
251,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",1,1,2,802511,"order_251.csv"
252,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",1,1,2,802521,"order_252.csv"
253,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",0,2,2,802532,"order_253.csv"
254,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",0,2,2,802542,"order_254.csv"
255,16,8,"set_2","inverse","base_rev","rev",1,"fribble_first",1,2,2,802552,"order_255.csv"
256,16,8,"set_2","inverse","base_rev","rev",1,"fractal_first",1,2,2,802562,"order_256.csv"
