"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
577,37,19,"set_1","normal","base_rev","base",3,"fribble_first",0,1,1,1905771,"order_577.csv"
578,37,19,"set_1","normal","base_rev","base",3,"fractal_first",0,1,1,1905781,"order_578.csv"
579,37,19,"set_1","normal","base_rev","base",3,"fribble_first",1,1,1,1905791,"order_579.csv"
580,37,19,"set_1","normal","base_rev","base",3,"fractal_first",1,1,1,1905801,"order_580.csv"
581,37,19,"set_1","normal","base_rev","base",3,"fribble_first",0,2,1,1905812,"order_581.csv"
582,37,19,"set_1","normal","base_rev","base",3,"fractal_first",0,2,1,1905822,"order_582.csv"
583,37,19,"set_1","normal","base_rev","base",3,"fribble_first",1,2,1,1905832,"order_583.csv"
584,37,19,"set_1","normal","base_rev","base",3,"fractal_first",1,2,1,1905842,"order_584.csv"
585,37,19,"set_1","normal","base_rev","base",3,"fribble_first",0,1,2,1905851,"order_585.csv"
586,37,19,"set_1","normal","base_rev","base",3,"fractal_first",0,1,2,1905861,"order_586.csv"
587,37,19,"set_1","normal","base_rev","base",3,"fribble_first",1,1,2,1905871,"order_587.csv"
588,37,19,"set_1","normal","base_rev","base",3,"fractal_first",1,1,2,1905881,"order_588.csv"
589,37,19,"set_1","normal","base_rev","base",3,"fribble_first",0,2,2,1905892,"order_589.csv"
590,37,19,"set_1","normal","base_rev","base",3,"fractal_first",0,2,2,1905902,"order_590.csv"
591,37,19,"set_1","normal","base_rev","base",3,"fribble_first",1,2,2,1905912,"order_591.csv"
592,37,19,"set_1","normal","base_rev","base",3,"fractal_first",1,2,2,1905922,"order_592.csv"
