"lab_number","base_lab_id","order_id","trial_number","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","time_order_index","stimulus_type_order","familiar_role","location_shuffle_group","location_seed","row_type","familiar_stimulus","novel_stimulus","familiar_stimulus_item","novel_stimulus_item","complexity_condition","familiarization_time","familiar_stimulus_path","novel_stimulus_path","familiar_location_1","familiar_location_2","left_image_path_1","right_image_path_1","left_image_path_2","right_image_path_2","test_time_1","test_time_2","familiarization_time_timeout"
32,16,501,1,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fractal","fractal_complex_pair1_a_bright","fractal_complex_pair1_b_bright","pair1_a","pair1_b","complex",5,"stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_b_bright.png","right","left","stimuli/images//fractal_complex_pair1_b_bright.png","stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_b_bright.png",5,5,10
32,16,501,2,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fractal","fractal_simple_pair2_a_bright","fractal_simple_pair2_b_bright","pair2_a","pair2_b","simple",10,"stimuli/images//fractal_simple_pair2_a_bright.png","stimuli/images//fractal_simple_pair2_b_bright.png","right","left","stimuli/images//fractal_simple_pair2_b_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png","stimuli/images//fractal_simple_pair2_a_bright.png","stimuli/images//fractal_simple_pair2_b_bright.png",5,5,20
32,16,501,3,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fractal","fractal_complex_pair3_a_bright","fractal_complex_pair3_b_bright","pair3_a","pair3_b","complex",15,"stimuli/images//fractal_complex_pair3_a_bright.png","stimuli/images//fractal_complex_pair3_b_bright.png","right","left","stimuli/images//fractal_complex_pair3_b_bright.png","stimuli/images//fractal_complex_pair3_a_bright.png","stimuli/images//fractal_complex_pair3_a_bright.png","stimuli/images//fractal_complex_pair3_b_bright.png",5,5,30
32,16,501,4,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fractal","fractal_complex_pair4_a_bright","fractal_complex_pair4_b_bright","pair4_a","pair4_b","complex",10,"stimuli/images//fractal_complex_pair4_a_bright.png","stimuli/images//fractal_complex_pair4_b_bright.png","left","right","stimuli/images//fractal_complex_pair4_a_bright.png","stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_b_bright.png","stimuli/images//fractal_complex_pair4_a_bright.png",5,5,20
32,16,501,5,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fractal","fractal_simple_pair5_a_bright","fractal_simple_pair5_b_bright","pair5_a","pair5_b","simple",15,"stimuli/images//fractal_simple_pair5_a_bright.png","stimuli/images//fractal_simple_pair5_b_bright.png","left","right","stimuli/images//fractal_simple_pair5_a_bright.png","stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_b_bright.png","stimuli/images//fractal_simple_pair5_a_bright.png",5,5,30
32,16,501,6,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fractal","fractal_simple_pair6_a_bright","fractal_simple_pair6_b_bright","pair6_a","pair6_b","simple",5,"stimuli/images//fractal_simple_pair6_a_bright.png","stimuli/images//fractal_simple_pair6_b_bright.png","right","left","stimuli/images//fractal_simple_pair6_b_bright.png","stimuli/images//fractal_simple_pair6_a_bright.png","stimuli/images//fractal_simple_pair6_a_bright.png","stimuli/images//fractal_simple_pair6_b_bright.png",5,5,10
32,16,501,7,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fribble","Pacman_Complex","Cylinder_Complex","Pacman","Cylinder","complex",15,"stimuli/images//Pacman_Complex.png","stimuli/images//Cylinder_Complex.png","left","right","stimuli/images//Pacman_Complex.png","stimuli/images//Cylinder_Complex.png","stimuli/images//Cylinder_Complex.png","stimuli/images//Pacman_Complex.png",5,5,30
32,16,501,8,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fribble","Bowtie_Simple","Arrow_Simple","Bowtie","Arrow","simple",10,"stimuli/images//Bowtie_Simple.png","stimuli/images//Arrow_Simple.png","right","left","stimuli/images//Arrow_Simple.png","stimuli/images//Bowtie_Simple.png","stimuli/images//Bowtie_Simple.png","stimuli/images//Arrow_Simple.png",5,5,20
32,16,501,9,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fribble","Tripod_Complex","Bowl_Complex","Tripod","Bowl","complex",5,"stimuli/images//Tripod_Complex.png","stimuli/images//Bowl_Complex.png","left","right","stimuli/images//Tripod_Complex.png","stimuli/images//Bowl_Complex.png","stimuli/images//Bowl_Complex.png","stimuli/images//Tripod_Complex.png",5,5,10
32,16,501,10,"set_2","inverse","base_rev","rev",2,1,"fribble_first",0,2,1605012,"fribble","Crinkle_Simple","Diamond_Simple","Crinkle","Diamond","simple",5,"stimuli/images//Crinkle_Simple.png","stimuli/images//Diamond_Simple.png","left","right","stimuli/images//Crinkle_Simple.png","stimuli/images//Diamond_Simple.png","stimuli/images//Diamond_Simple.png","stimuli/images//Crinkle_Simple.png",5,5,10
