"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
673,43,22,"set_2","normal","base_block","rev",3,"fribble_first",0,1,1,2206731,"order_673.csv"
674,43,22,"set_2","normal","base_block","rev",3,"fractal_first",0,1,1,2206741,"order_674.csv"
675,43,22,"set_2","normal","base_block","rev",3,"fribble_first",1,1,1,2206751,"order_675.csv"
676,43,22,"set_2","normal","base_block","rev",3,"fractal_first",1,1,1,2206761,"order_676.csv"
677,43,22,"set_2","normal","base_block","rev",3,"fribble_first",0,2,1,2206772,"order_677.csv"
678,43,22,"set_2","normal","base_block","rev",3,"fractal_first",0,2,1,2206782,"order_678.csv"
679,43,22,"set_2","normal","base_block","rev",3,"fribble_first",1,2,1,2206792,"order_679.csv"
680,43,22,"set_2","normal","base_block","rev",3,"fractal_first",1,2,1,2206802,"order_680.csv"
681,43,22,"set_2","normal","base_block","rev",3,"fribble_first",0,1,2,2206811,"order_681.csv"
682,43,22,"set_2","normal","base_block","rev",3,"fractal_first",0,1,2,2206821,"order_682.csv"
683,43,22,"set_2","normal","base_block","rev",3,"fribble_first",1,1,2,2206831,"order_683.csv"
684,43,22,"set_2","normal","base_block","rev",3,"fractal_first",1,1,2,2206841,"order_684.csv"
685,43,22,"set_2","normal","base_block","rev",3,"fribble_first",0,2,2,2206852,"order_685.csv"
686,43,22,"set_2","normal","base_block","rev",3,"fractal_first",0,2,2,2206862,"order_686.csv"
687,43,22,"set_2","normal","base_block","rev",3,"fribble_first",1,2,2,2206872,"order_687.csv"
688,43,22,"set_2","normal","base_block","rev",3,"fractal_first",1,2,2,2206882,"order_688.csv"
