"lab_number","base_lab_id","order_id","trial_number","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","time_order_index","stimulus_type_order","familiar_role","location_shuffle_group","location_seed","row_type","familiar_stimulus","novel_stimulus","familiar_stimulus_item","novel_stimulus_item","complexity_condition","familiarization_time","familiar_stimulus_path","novel_stimulus_path","familiar_location_1","familiar_location_2","left_image_path_1","right_image_path_1","left_image_path_2","right_image_path_2","test_time_1","test_time_2","familiarization_time_timeout"
45,23,709,1,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fractal","fractal_complex_pair1_a_bright","fractal_complex_pair1_b_bright","pair1_a","pair1_b","complex",10,"stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_b_bright.png","right","left","stimuli/images//fractal_complex_pair1_b_bright.png","stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_a_bright.png","stimuli/images//fractal_complex_pair1_b_bright.png",5,5,20
45,23,709,2,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fractal","fractal_complex_pair2_a_bright","fractal_complex_pair2_b_bright","pair2_a","pair2_b","complex",15,"stimuli/images//fractal_complex_pair2_a_bright.png","stimuli/images//fractal_complex_pair2_b_bright.png","right","left","stimuli/images//fractal_complex_pair2_b_bright.png","stimuli/images//fractal_complex_pair2_a_bright.png","stimuli/images//fractal_complex_pair2_a_bright.png","stimuli/images//fractal_complex_pair2_b_bright.png",5,5,30
45,23,709,3,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fractal","fractal_simple_pair3_a_bright","fractal_simple_pair3_b_bright","pair3_a","pair3_b","simple",5,"stimuli/images//fractal_simple_pair3_a_bright.png","stimuli/images//fractal_simple_pair3_b_bright.png","right","left","stimuli/images//fractal_simple_pair3_b_bright.png","stimuli/images//fractal_simple_pair3_a_bright.png","stimuli/images//fractal_simple_pair3_a_bright.png","stimuli/images//fractal_simple_pair3_b_bright.png",5,5,10
45,23,709,4,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fractal","fractal_simple_pair4_a_bright","fractal_simple_pair4_b_bright","pair4_a","pair4_b","simple",15,"stimuli/images//fractal_simple_pair4_a_bright.png","stimuli/images//fractal_simple_pair4_b_bright.png","left","right","stimuli/images//fractal_simple_pair4_a_bright.png","stimuli/images//fractal_simple_pair4_b_bright.png","stimuli/images//fractal_simple_pair4_b_bright.png","stimuli/images//fractal_simple_pair4_a_bright.png",5,5,30
45,23,709,5,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fractal","fractal_complex_pair5_a_bright","fractal_complex_pair5_b_bright","pair5_a","pair5_b","complex",5,"stimuli/images//fractal_complex_pair5_a_bright.png","stimuli/images//fractal_complex_pair5_b_bright.png","left","right","stimuli/images//fractal_complex_pair5_a_bright.png","stimuli/images//fractal_complex_pair5_b_bright.png","stimuli/images//fractal_complex_pair5_b_bright.png","stimuli/images//fractal_complex_pair5_a_bright.png",5,5,10
45,23,709,6,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fractal","fractal_simple_pair6_a_bright","fractal_simple_pair6_b_bright","pair6_a","pair6_b","simple",10,"stimuli/images//fractal_simple_pair6_a_bright.png","stimuli/images//fractal_simple_pair6_b_bright.png","left","right","stimuli/images//fractal_simple_pair6_a_bright.png","stimuli/images//fractal_simple_pair6_b_bright.png","stimuli/images//fractal_simple_pair6_b_bright.png","stimuli/images//fractal_simple_pair6_a_bright.png",5,5,20
45,23,709,7,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fribble","Tripod_Complex","Diamond_Complex","Tripod","Diamond","complex",5,"stimuli/images//Tripod_Complex.png","stimuli/images//Diamond_Complex.png","right","left","stimuli/images//Diamond_Complex.png","stimuli/images//Tripod_Complex.png","stimuli/images//Tripod_Complex.png","stimuli/images//Diamond_Complex.png",5,5,10
45,23,709,8,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fribble","SimsDiamond_Complex","Cylinder_Complex","SimsDiamond","Cylinder","complex",15,"stimuli/images//SimsDiamond_Complex.png","stimuli/images//Cylinder_Complex.png","right","left","stimuli/images//Cylinder_Complex.png","stimuli/images//SimsDiamond_Complex.png","stimuli/images//SimsDiamond_Complex.png","stimuli/images//Cylinder_Complex.png",5,5,30
45,23,709,9,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fribble","Pyramid_Complex","Bowtie_Complex","Pyramid","Bowtie","complex",10,"stimuli/images//Pyramid_Complex.png","stimuli/images//Bowtie_Complex.png","left","right","stimuli/images//Pyramid_Complex.png","stimuli/images//Bowtie_Complex.png","stimuli/images//Bowtie_Complex.png","stimuli/images//Pyramid_Complex.png",5,5,20
45,23,709,10,"set_1","normal","base_rev","rev",3,1,"fribble_first",0,2,2307092,"fribble","Pacman_Simple","Arrow_Simple","Pacman","Arrow","simple",10,"stimuli/images//Pacman_Simple.png","stimuli/images//Arrow_Simple.png","right","left","stimuli/images//Arrow_Simple.png","stimuli/images//Pacman_Simple.png","stimuli/images//Pacman_Simple.png","stimuli/images//Arrow_Simple.png",5,5,20
