"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
81,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",0,1,1,300811,"order_081.csv"
82,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",0,1,1,300821,"order_082.csv"
83,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",1,1,1,300831,"order_083.csv"
84,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",1,1,1,300841,"order_084.csv"
85,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",0,2,1,300852,"order_085.csv"
86,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",0,2,1,300862,"order_086.csv"
87,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",1,2,1,300872,"order_087.csv"
88,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",1,2,1,300882,"order_088.csv"
89,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",0,1,2,300891,"order_089.csv"
90,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",0,1,2,300901,"order_090.csv"
91,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",1,1,2,300911,"order_091.csv"
92,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",1,1,2,300921,"order_092.csv"
93,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",0,2,2,300932,"order_093.csv"
94,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",0,2,2,300942,"order_094.csv"
95,6,3,"set_1","inverse","base_rev","base",1,"fribble_first",1,2,2,300952,"order_095.csv"
96,6,3,"set_1","inverse","base_rev","base",1,"fractal_first",1,2,2,300962,"order_096.csv"
