"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
145,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",0,1,1,501451,"order_145.csv"
146,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",0,1,1,501461,"order_146.csv"
147,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",1,1,1,501471,"order_147.csv"
148,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",1,1,1,501481,"order_148.csv"
149,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",0,2,1,501492,"order_149.csv"
150,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",0,2,1,501502,"order_150.csv"
151,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",1,2,1,501512,"order_151.csv"
152,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",1,2,1,501522,"order_152.csv"
153,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",0,1,2,501531,"order_153.csv"
154,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",0,1,2,501541,"order_154.csv"
155,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",1,1,2,501551,"order_155.csv"
156,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",1,1,2,501561,"order_156.csv"
157,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",0,2,2,501572,"order_157.csv"
158,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",0,2,2,501582,"order_158.csv"
159,10,5,"set_1","inverse","base_block","rev",1,"fribble_first",1,2,2,501592,"order_159.csv"
160,10,5,"set_1","inverse","base_block","rev",1,"fractal_first",1,2,2,501602,"order_160.csv"
