"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
113,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",0,1,1,401131,"order_113.csv"
114,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",0,1,1,401141,"order_114.csv"
115,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",1,1,1,401151,"order_115.csv"
116,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",1,1,1,401161,"order_116.csv"
117,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",0,2,1,401172,"order_117.csv"
118,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",0,2,1,401182,"order_118.csv"
119,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",1,2,1,401192,"order_119.csv"
120,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",1,2,1,401202,"order_120.csv"
121,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",0,1,2,401211,"order_121.csv"
122,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",0,1,2,401221,"order_122.csv"
123,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",1,1,2,401231,"order_123.csv"
124,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",1,1,2,401241,"order_124.csv"
125,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",0,2,2,401252,"order_125.csv"
126,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",0,2,2,401262,"order_126.csv"
127,8,4,"set_2","inverse","base_rev","base",1,"fribble_first",1,2,2,401272,"order_127.csv"
128,8,4,"set_2","inverse","base_rev","base",1,"fractal_first",1,2,2,401282,"order_128.csv"
