"order_id","lab_number","base_lab_id","fribble_set","complexity_polarity","reverse_order_block","reverse_order_list","time_pair_group","stimulus_type_order","familiar_role","location_shuffle_group","time_order_index","location_seed","file_name"
465,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",0,1,1,1504651,"order_465.csv"
466,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",0,1,1,1504661,"order_466.csv"
467,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",1,1,1,1504671,"order_467.csv"
468,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",1,1,1,1504681,"order_468.csv"
469,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",0,2,1,1504692,"order_469.csv"
470,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",0,2,1,1504702,"order_470.csv"
471,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",1,2,1,1504712,"order_471.csv"
472,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",1,2,1,1504722,"order_472.csv"
473,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",0,1,2,1504731,"order_473.csv"
474,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",0,1,2,1504741,"order_474.csv"
475,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",1,1,2,1504751,"order_475.csv"
476,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",1,1,2,1504761,"order_476.csv"
477,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",0,2,2,1504772,"order_477.csv"
478,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",0,2,2,1504782,"order_478.csv"
479,30,15,"set_1","inverse","base_rev","rev",2,"fribble_first",1,2,2,1504792,"order_479.csv"
480,30,15,"set_1","inverse","base_rev","rev",2,"fractal_first",1,2,2,1504802,"order_480.csv"
